Age,Tm,Opp,FG%,3P%,TRB,BLK,PTS,win_flag,total
23,03_10CLE,SAS,0.375,0.2,9,2,27,1,1
23,03_10CLE,MIA,0.423,0.25,3,1,28,1,1
23,03_10CLE,WAS,0.538,0.333,8,1,23,1,1
23,03_10CLE,PHO,0.467,0,7,0,36,0,1
23,03_10CLE,LAL,0.5,0.2,9,0,41,1,1
23,03_10CLE,POR,0.448,0.5,14,2,37,1,1
23,03_10CLE,LAC,0.421,0.25,11,1,28,1,1
23,03_10CLE,BOS,0.524,0.5,9,2,33,1,1
23,03_10CLE,HOU,0.522,0.4,7,2,32,0,1
23,03_10CLE,ATL,0.458,0,11,1,26,1,1
23,03_10CLE,DEN,0.478,0.4,5,0,30,0,1
23,03_10CLE,ORL,0.533,0.5,7,1,29,1,1
23,03_10CLE,SAS,0.548,0.2,6,1,39,0,1
23,03_10CLE,HOU,0.389,0.571,13,0,26,0,1
23,03_10CLE,IND,0.5,0.2,14,1,31,1,1
23,03_10CLE,WAS,0.55,0.333,15,1,33,1,1
23,03_10CLE,MEM,0.588,0.25,7,1,25,1,1
23,03_10CLE,MIL,0.667,0.333,4,1,35,0,1
23,03_10CLE,BOS,0.292,0.167,8,0,26,0,1
23,03_10CLE,MIN,0.5,0.25,8,0,30,1,1
23,03_10CLE,CHI,0.517,0,6,0,37,1,1
23,03_10CLE,NYK,0.533,0.538,8,0,50,1,1
23,03_10CLE,CHI,0.481,0.25,3,3,39,0,1
23,03_10CLE,IND,0.458,0.625,11,2,38,1,1
23,03_10CLE,POR,0.389,0.25,10,2,24,1,1
23,03_10CLE,NJN,0.522,0.286,11,2,42,0,1
23,03_10CLE,WAS,0.409,0.143,7,0,25,0,1
23,03_10CLE,CHA,0.458,0.333,7,2,33,1,1
23,03_10CLE,ORL,0.5,0.25,9,1,30,0,1
23,03_10CLE,DET,0.579,0.4,7,1,30,1,1
23,03_10CLE,MIL,0.36,0.333,11,0,29,0,1
23,03_10CLE,NOH,0.429,0.5,3,2,21,0,1
23,03_10CLE,DET,0.235,0.2,4,0,13,0,1
23,03_10CLE,PHI,0.611,0.5,9,1,26,1,1
23,03_10CLE,CHA,0.579,0.25,4,2,29,1,1
23,03_10CLE,CHI,0.417,0.429,5,2,33,0,1
23,03_10CLE,ORL,0.273,0.2,7,2,17,0,1
23,03_10CLE,NJN,0.524,0.25,7,2,33,1,1
23,03_10CLE,CHI,0.619,0.333,6,0,34,0,1
23,03_10CLE,MIA,0.333,0,11,2,13,1,1
23,03_10CLE,PHI,0.556,0.5,4,1,27,1,1
24,03_10CLE,DET,0.65,0.25,8,0,38,1,1
24,03_10CLE,DET,0.5,0.4,13,0,29,1,1
24,03_10CLE,DET,0.474,0,11,2,25,1,1
24,03_10CLE,DET,0.417,0,13,1,36,1,1
24,03_10CLE,ATL,0.6,0.333,10,0,34,1,1
24,03_10CLE,ATL,0.643,0.6,3,1,27,1,1
24,03_10CLE,ATL,0.6,0.5,12,1,47,1,1
24,03_10CLE,ATL,0.409,0.5,8,0,27,1,1
24,03_10CLE,ORL,0.667,0.5,6,3,49,0,1
24,03_10CLE,ORL,0.522,0.333,4,0,35,1,1
24,03_10CLE,ORL,0.393,0.125,7,1,41,0,1
24,03_10CLE,ORL,0.448,0.4,12,1,44,0,1
24,03_10CLE,ORL,0.458,0,14,1,37,1,1
24,03_10CLE,ORL,0.4,0.25,7,1,25,0,1
23,03_10CLE,BOS,0.429,0,7,1,22,0,1
23,03_10CLE,CHA,0.467,0,9,1,22,1,1
23,03_10CLE,NOH,0.4,0,7,0,15,0,1
23,03_10CLE,DAL,0.4,0,8,1,29,1,1
23,03_10CLE,CHI,0.565,0,9,0,41,1,1
23,03_10CLE,IND,0.458,0.167,9,4,27,1,1
23,03_10CLE,CHI,0.448,0.571,13,0,41,1,1
23,03_10CLE,MIL,0.667,0.25,5,0,41,1,1
23,03_10CLE,UTA,0.619,0.429,5,2,38,1,1
23,03_10CLE,NJN,0.45,0.25,8,1,31,1,1
23,03_10CLE,DET,0.381,0,6,0,25,0,1
23,03_10CLE,ATL,0.421,0.25,7,0,24,1,1
23,03_10CLE,NYK,0.5,0.429,4,1,26,1,1
23,03_10CLE,GSW,0.692,0.75,7,1,23,1,1
23,03_10CLE,MIL,0.444,0.2,7,1,32,1,1
23,03_10CLE,NYK,0.5,0.25,5,1,21,1,1
23,03_10CLE,IND,0.333,0,8,3,11,1,1
23,03_10CLE,CHA,0.471,0.5,5,2,25,1,1
23,03_10CLE,TOR,0.611,0.4,5,0,31,1,1
23,03_10CLE,PHI,0.455,0.333,4,2,29,1,1
23,03_10CLE,PHI,0.429,0.25,7,3,28,1,1
23,03_10CLE,ATL,0.526,0.286,6,1,33,0,1
23,03_10CLE,MIN,0.7,0.333,6,2,32,1,1
23,03_10CLE,DEN,0.65,0,10,0,33,1,1
23,03_10CLE,OKC,0.583,0.5,4,1,31,1,1
23,03_10CLE,HOU,0.478,0,9,1,27,1,1
23,03_10CLE,WAS,0.462,0,5,1,18,1,1
23,03_10CLE,MIA,0.632,0.5,6,1,33,1,1
24,03_10CLE,MIA,0.5,0.375,2,2,38,0,1
24,03_10CLE,CHI,0.375,0.667,10,3,16,1,1
24,03_10CLE,WAS,0.5,0.333,6,2,30,0,1
24,03_10CLE,CHA,0.563,0,4,2,21,1,1
24,03_10CLE,BOS,0.52,0.429,7,3,38,1,1
24,03_10CLE,MEM,0.6,0.2,11,1,30,1,1
24,03_10CLE,CHI,0.286,0.167,14,1,28,0,1
24,03_10CLE,NOH,0.5,0,14,1,29,1,1
24,03_10CLE,LAL,0.36,0.2,9,1,23,0,1
24,03_10CLE,POR,0.467,0.5,7,0,34,1,1
24,03_10CLE,GSW,0.417,0.4,9,2,32,1,1
24,03_10CLE,UTA,0.519,0.167,14,0,33,1,1
24,03_10CLE,SAC,0.5,0,15,3,23,1,1
24,03_10CLE,ORL,0.37,0,8,1,23,0,1
24,03_10CLE,LAC,0.529,0.5,7,1,25,1,1
24,03_10CLE,DET,0.48,0.375,4,1,33,1,1
24,03_10CLE,TOR,0.45,0.4,7,2,33,1,1
24,03_10CLE,NYK,0.515,0.286,9,2,52,1,1
24,03_10CLE,LAL,0.25,0.25,8,0,16,0,1
24,03_10CLE,IND,0.714,0.571,7,1,47,0,1
24,03_10CLE,PHO,0.5,0.2,6,1,26,1,1
24,03_10CLE,TOR,0.529,0,9,1,20,1,1
24,03_10CLE,MIL,0.552,0.727,5,0,55,1,1
24,03_10CLE,DET,0.462,0,5,1,20,1,1
24,03_10CLE,MEM,0.4,0.5,5,1,15,1,1
24,03_10CLE,HOU,0.333,0.4,1,2,21,0,1
24,03_10CLE,SAS,0.522,0.5,14,0,30,1,1
24,03_10CLE,ATL,0.4,0.286,6,2,26,1,1
24,03_10CLE,MIA,0.619,0.857,8,1,42,1,1
24,03_10CLE,MIL,0.636,0.8,8,0,23,1,1
24,03_10CLE,BOS,0.333,0.4,6,0,21,0,1
24,03_10CLE,MIA,0.333,0,10,1,14,1,1
24,03_10CLE,LAC,0.435,0,13,2,32,1,1
24,03_10CLE,PHO,0.417,0.375,10,3,34,1,1
24,03_10CLE,SAC,0.533,0.364,4,3,51,1,1
24,03_10CLE,NYK,0.529,0,8,3,19,1,1
24,03_10CLE,ORL,0.556,0.571,12,1,43,1,1
24,03_10CLE,POR,0.455,0,11,2,26,1,1
24,03_10CLE,ATL,0.429,0.25,7,1,22,1,1
24,03_10CLE,NJN,0.529,0.25,11,0,30,1,1
24,03_10CLE,NJN,0.5,1,8,0,22,1,1
24,03_10CLE,MIN,0.571,0.667,12,0,25,1,1
24,03_10CLE,DAL,0.409,0.5,6,2,24,1,1
24,03_10CLE,DET,0.375,0,12,1,25,1,1
24,03_10CLE,WAS,0.611,0.5,9,0,31,0,1
24,03_10CLE,ORL,0.35,0.4,9,0,26,0,1
24,03_10CLE,SAS,0.667,0.4,7,0,38,1,1
24,03_10CLE,WAS,0.467,0,6,0,21,1,1
24,03_10CLE,PHI,0.471,0.25,2,1,27,1,1
24,03_10CLE,BOS,0.643,0.625,4,1,29,1,1
24,03_10CLE,IND,0.522,0.286,5,0,37,1,1
25,03_10CLE,CHI,0.474,0,6,4,24,1,1
25,03_10CLE,CHI,0.696,0.5,8,2,40,1,1
25,03_10CLE,CHI,0.538,0.5,10,3,39,0,1
25,03_10CLE,CHI,0.647,0.667,12,1,37,1,1
25,03_10CLE,CHI,0.417,0.5,10,2,19,1,1
25,03_10CLE,BOS,0.5,0.5,7,2,35,1,1
25,03_10CLE,BOS,0.467,0,7,2,24,0,1
25,03_10CLE,BOS,0.636,0.667,8,2,38,1,1
25,03_10CLE,BOS,0.389,0,9,1,22,0,1
25,03_10CLE,BOS,0.214,0,6,0,15,0,1
25,03_10CLE,BOS,0.381,0.5,19,1,27,0,1
24,03_10CLE,BOS,0.545,0.444,4,4,38,0,1
24,03_10CLE,TOR,0.368,0.2,11,0,23,0,1
24,03_10CLE,MIN,0.556,0.667,9,1,24,1,1
24,03_10CLE,CHA,0.455,0,7,0,14,1,1
24,03_10CLE,WAS,0.438,0.286,8,0,27,1,1
24,03_10CLE,CHI,0.529,0.25,7,1,25,0,1
24,03_10CLE,NYK,0.706,0.5,8,0,33,1,1
24,03_10CLE,ORL,0.565,0.667,8,0,36,1,1
24,03_10CLE,MIA,0.4,0.5,4,1,34,1,1
24,03_10CLE,UTA,0.4,0,6,1,21,1,1
24,03_10CLE,GSW,0.579,0.2,5,2,31,1,1
24,03_10CLE,WAS,0.6,0.429,2,0,34,0,1
24,03_10CLE,IND,0.52,0.333,9,1,40,1,1
24,03_10CLE,PHI,0.65,0.5,7,0,32,1,1
24,03_10CLE,DET,0.5,0.25,8,0,34,1,1
24,03_10CLE,CHA,0.526,0.286,6,0,25,0,1
24,03_10CLE,DAL,0.5,0,5,0,25,1,1
24,03_10CLE,CHI,0.471,0.333,6,0,23,1,1
24,03_10CLE,MEM,0.483,0.364,13,1,43,0,1
24,03_10CLE,HOU,0.381,0.5,6,1,27,0,1
24,03_10CLE,POR,0.583,0.5,7,2,33,1,1
24,03_10CLE,OKC,0.552,0.625,7,1,44,1,1
24,03_10CLE,NJN,0.474,0.2,6,0,23,1,1
24,03_10CLE,PHI,0.462,0.5,6,1,36,1,1
24,03_10CLE,MIL,0.462,0.5,10,3,26,1,1
24,03_10CLE,DAL,0.391,0.333,3,2,25,0,1
24,03_10CLE,PHO,0.524,0.333,6,0,29,1,1
24,03_10CLE,SAC,0.467,0.25,16,0,34,1,1
24,03_10CLE,LAL,0.474,0.286,4,1,26,1,1
24,03_10CLE,HOU,0.6,0.4,5,1,29,1,1
24,03_10CLE,ATL,0.3,0,8,1,14,1,1
25,03_10CLE,ATL,0.652,0.667,10,2,48,1,1
25,03_10CLE,NJN,0.438,0.25,9,2,28,1,1
25,03_10CLE,CHA,0.619,0.333,7,1,29,0,1
25,03_10CLE,WAS,0.583,0.25,7,2,23,1,1
25,03_10CLE,DEN,0.429,0.25,6,0,35,0,1
25,03_10CLE,POR,0.684,0.75,10,1,41,1,1
25,03_10CLE,GSW,0.522,0.25,8,4,37,1,1
25,03_10CLE,UTA,0.6,0.667,9,1,36,0,1
25,03_10CLE,LAC,0.6,0.5,4,1,32,1,1
25,03_10CLE,TOR,0.444,0,9,3,28,1,1
25,03_10CLE,LAL,0.52,0.111,5,1,37,1,1
25,03_10CLE,OKC,0.474,0.6,9,1,37,1,1
25,03_10CLE,MIA,0.391,0.222,9,0,32,1,1
25,03_10CLE,MIN,0.375,0.333,6,1,12,1,1
25,03_10CLE,IND,0.333,0,9,4,22,1,1
25,03_10CLE,LAC,0.5,0.833,3,0,32,1,1
25,03_10CLE,MEM,0.5,0.25,6,1,22,1,1
25,03_10CLE,MIA,0.563,0.25,7,0,36,1,1
25,03_10CLE,NYK,0.548,0.5,8,0,47,1,1
25,03_10CLE,NJN,0.619,0.25,3,0,32,1,1
25,03_10CLE,ORL,0.476,0.333,8,0,32,1,1
25,03_10CLE,DEN,0.455,0.111,13,4,43,0,1
25,03_10CLE,CHA,0.429,0.333,3,0,22,0,1
25,03_10CLE,ORL,0.48,0.167,9,1,33,0,1
25,03_10CLE,NOH,0.438,0.333,5,0,20,1,1
25,03_10CLE,BOS,0.478,0.5,7,0,36,1,1
25,03_10CLE,TOR,0.588,0.25,6,0,36,1,1
25,03_10CLE,NYK,0.529,0.25,7,2,22,1,1
25,03_10CLE,NJN,0.556,0,7,1,26,1,1
25,03_10CLE,DET,0.593,0.429,13,2,40,1,1
25,03_10CLE,PHI,0.389,0.3,6,3,23,1,1
25,03_10CLE,BOS,0.429,0.333,8,3,30,1,1
25,03_10CLE,DET,0.455,0.333,12,1,29,1,1
25,03_10CLE,IND,0.458,0.5,9,2,32,1,1
25,03_10CLE,CHI,0.429,0,11,2,29,1,1
25,03_10CLE,DET,0.556,0.667,3,1,15,1,1
25,03_10CLE,NOH,0.682,0.2,6,0,38,1,1
25,03_10CLE,SAS,0.524,0.167,5,0,27,0,1
25,03_10CLE,SAC,0.591,0.5,7,0,34,1,1
25,03_10CLE,MIL,0.412,0,9,1,23,1,1
25,03_10CLE,ATL,0.55,0.333,13,0,27,1,1
25,03_10CLE,BOS,0.452,0,7,1,42,0,1
25,03_10CLE,TOR,0.385,0,6,1,19,1,1
26,MIA,PHI,0.286,0,14,3,21,1,1
26,MIA,PHI,0.526,1,7,0,29,1,1
26,MIA,PHI,0.533,0.25,15,0,24,1,1
26,MIA,PHI,0.55,0,7,1,31,0,1
26,MIA,PHI,0.385,0.4,10,0,16,1,1
26,MIA,BOS,0.421,0.333,6,2,22,1,1
26,MIA,BOS,0.56,0.5,7,1,35,1,1
26,MIA,BOS,0.375,0,7,5,15,0,1
26,MIA,BOS,0.429,0.333,14,0,35,1,1
26,MIA,BOS,0.55,0.714,7,1,33,1,1
26,MIA,CHI,0.333,0.333,6,3,15,0,1
26,MIA,CHI,0.571,0.333,10,0,29,1,1
26,MIA,CHI,0.462,0.5,6,2,22,1,1
26,MIA,CHI,0.423,0,6,2,35,1,1
26,MIA,CHI,0.421,0.5,11,2,28,1,1
26,MIA,DAL,0.563,0.8,9,0,24,1,1
26,MIA,DAL,0.533,0.286,8,1,20,0,1
26,MIA,DAL,0.429,0.25,3,0,17,1,1
26,MIA,DAL,0.273,0,9,0,8,0,1
26,MIA,DAL,0.421,0,10,1,17,0,1
26,MIA,DAL,0.6,0.4,4,1,21,0,1
25,MIA,BOS,0.476,0.5,4,2,31,0,1
25,MIA,PHI,0.417,0,6,1,16,1,1
25,MIA,ORL,0.462,0.667,6,0,15,1,1
25,MIA,NJN,0.417,0,7,0,20,1,1
25,MIA,MIN,0.583,0,0,1,20,1,1
25,MIA,NOH,0.375,0.5,7,1,20,0,1
25,MIA,NJN,0.563,0.5,3,0,23,1,1
25,MIA,UTA,0.278,0,11,3,20,0,1
25,MIA,BOS,0.429,0,10,0,35,0,1
25,MIA,TOR,0.381,0,2,0,23,1,1
25,MIA,PHO,0.6,0,8,0,20,1,1
25,MIA,CHA,0.48,0.4,2,0,32,1,1
25,MIA,MEM,0.478,0.5,3,0,29,0,1
25,MIA,IND,0.429,0.25,5,0,25,0,1
25,MIA,ORL,0.5,0.333,6,0,25,0,1
25,MIA,PHI,0.333,0.2,8,1,20,1,1
25,MIA,DAL,0.263,0,8,0,23,0,1
25,MIA,WAS,0.556,1,6,1,30,1,1
25,MIA,DET,0.533,1,6,0,18,1,1
25,MIA,CLE,0.6,0.286,5,1,38,1,1
25,MIA,ATL,0.455,1,7,1,22,1,1
25,MIA,MIL,0.438,0.333,6,1,17,1,1
25,MIA,UTA,0.6,0.6,7,0,33,1,1
25,MIA,GSW,0.556,0.75,7,1,25,1,1
25,MIA,SAC,0.526,0.667,10,0,25,1,1
25,MIA,NOH,0.375,0,4,0,20,1,1
25,MIA,CLE,0.333,0,13,0,21,1,1
25,MIA,NYK,0.609,0.5,11,0,32,1,1
25,MIA,WAS,0.474,0.429,7,0,32,1,1
25,MIA,DAL,0.353,0.5,10,0,19,0,1
25,MIA,PHO,0.591,0.4,6,0,36,1,1
25,MIA,LAL,0.571,0.833,11,0,27,1,1
25,MIA,NYK,0.471,0.5,10,0,18,1,1
25,MIA,HOU,0.533,0,6,0,20,1,1
26,MIA,GSW,0.467,0,7,1,25,1,1
26,MIA,CHA,0.577,0.5,9,0,38,1,1
26,MIA,MIL,0.348,0.25,10,1,26,1,1
26,MIA,POR,0.654,0.6,13,0,44,1,1
26,MIA,LAC,0.458,0.5,8,0,27,0,1
26,MIA,ATL,0.367,0.2,10,0,34,0,1
26,MIA,TOR,0.483,0.333,11,1,38,1,1
26,MIA,NYK,0.292,0,11,2,24,0,1
26,MIA,DET,0.6,0.5,8,2,39,1,1
26,MIA,OKC,0.5,0.4,4,3,23,1,1
26,MIA,ORL,0.68,0.6,11,1,51,1,1
26,MIA,CHA,0.538,0,8,0,19,1,1
26,MIA,LAC,0.4,0,6,0,12,1,1
26,MIA,IND,0.652,0.4,13,1,41,1,1
26,MIA,DET,0.412,0,8,0,16,1,1
26,MIA,BOS,0.476,0,7,0,22,0,1
26,MIA,IND,0.55,0.333,6,2,27,1,1
26,MIA,TOR,0.444,0,13,0,23,1,1
26,MIA,SAC,0.538,0.5,8,0,31,1,1
26,MIA,CHI,0.571,0,10,1,29,0,1
26,MIA,WAS,0.455,0,9,3,25,1,1
26,MIA,NYK,0.5,0.2,7,1,27,0,1
26,MIA,ORL,0.688,0,6,2,29,0,1
26,MIA,SAS,0.579,0.333,8,0,26,0,1
26,MIA,CHI,0.556,0.5,8,0,26,0,1
26,MIA,POR,0.7,0.5,11,0,31,0,1
26,MIA,LAL,0.412,0,8,0,19,1,1
26,MIA,MEM,0.625,0.5,5,2,27,1,1
26,MIA,SAS,0.421,0,6,2,21,1,1
26,MIA,OKC,0.381,0,8,1,19,0,1
26,MIA,ATL,0.762,0.714,2,0,43,1,1
26,MIA,DEN,0.6,0.25,6,0,33,1,1
26,MIA,DET,0.5,0,8,0,19,1,1
26,MIA,PHI,0.647,0.25,10,1,32,1,1
26,MIA,HOU,0.619,0,10,0,33,1,1
26,MIA,CLE,0.476,0.2,10,0,27,0,1
26,MIA,WAS,0.75,0.333,8,0,35,1,1
26,MIA,MIN,0.55,0,6,1,27,1,1
26,MIA,NJN,0.722,0,11,0,31,1,1
26,MIA,MIL,0.455,0.429,2,2,29,0,1
26,MIA,CHA,0.563,0,7,1,23,1,1
26,MIA,BOS,0.579,0,5,1,27,1,1
26,MIA,ATL,0.476,0.5,10,0,34,1,1
27,MIA,NYK,0.714,1,4,0,32,1,1
27,MIA,NYK,0.444,0,7,0,19,1,1
27,MIA,NYK,0.429,0.4,8,0,32,1,1
27,MIA,NYK,0.429,0.4,4,0,27,0,1
27,MIA,NYK,0.438,0.333,8,1,29,1,1
27,MIA,IND,0.462,0,15,1,32,1,1
27,MIA,IND,0.455,0,9,0,28,0,1
27,MIA,IND,0.455,0.25,7,0,22,0,1
27,MIA,IND,0.632,0.5,10,1,30,1,1
27,MIA,IND,0.522,0,6,0,28,1,1
27,MIA,BOS,0.591,0,13,3,32,1,1
27,MIA,BOS,0.35,0.333,10,1,34,1,1
27,MIA,BOS,0.615,0.25,8,2,34,0,1
27,MIA,BOS,0.48,0.333,6,1,29,0,1
27,MIA,BOS,0.44,0.333,13,1,30,0,1
27,MIA,BOS,0.731,0.5,15,0,45,1,1
27,MIA,BOS,0.429,0.2,12,1,31,1,1
27,MIA,OKC,0.458,0.333,9,0,30,0,1
27,MIA,OKC,0.455,0,8,0,32,1,1
27,MIA,OKC,0.478,0.25,14,0,29,1,1
27,MIA,OKC,0.5,0.25,9,0,26,1,1
27,MIA,OKC,0.474,0,11,2,26,1,1
27,MIA,MIN,0.615,0,8,1,34,1,1
27,MIA,NJN,0.647,0,7,1,32,1,1
27,MIA,GSW,0.526,0,11,0,26,0,1
27,MIA,LAC,0.368,0,13,0,23,0,1
27,MIA,DEN,0.65,0.6,5,1,35,0,1
27,MIA,SAS,0.571,0.667,5,0,33,1,1
27,MIA,LAL,0.444,0.667,8,3,31,1,1
27,MIA,MIL,0.444,0,13,0,28,0,1
27,MIA,CLE,0.381,0.25,5,0,18,1,1
27,MIA,DET,0.45,0.333,6,0,32,1,1
27,MIA,NYK,0.611,0,8,0,31,1,1
27,MIA,CHI,0.522,1,11,1,35,1,1
27,MIA,NOH,0.667,0.5,11,0,22,1,1
27,MIA,MIL,0.583,0.571,8,0,40,0,1
27,MIA,PHI,0.5,0,12,2,19,1,1
27,MIA,TOR,0.588,0,9,0,30,1,1
27,MIA,CLE,0.563,0,5,0,24,1,1
27,MIA,ORL,0.333,0,6,0,17,0,1
27,MIA,WAS,0.429,0,2,2,18,1,1
27,MIA,ATL,0.4,0.333,13,0,23,1,1
27,MIA,IND,0.467,0.4,9,0,23,1,1
27,MIA,CLE,0.579,0.6,5,1,28,1,1
27,MIA,ORL,0.643,0.5,11,0,25,1,1
27,MIA,SAC,0.636,1,4,2,18,1,1
27,MIA,POR,0.591,1,11,1,38,1,1
27,MIA,UTA,0.667,0.25,10,3,35,0,1
27,MIA,LAL,0.462,0,13,2,25,0,1
27,MIA,NJN,0.818,1,9,0,21,1,1
27,MIA,ATL,0.6,0,11,2,31,1,1
27,MIA,IND,0.421,0.667,8,1,27,1,1
27,MIA,ORL,0.35,0.5,11,1,19,0,1
27,MIA,CHI,0.56,0.667,5,0,35,0,1
27,MIA,PHI,0.6,0,7,2,29,1,1
27,MIA,ORL,0.286,0,12,0,14,1,1
27,MIA,PHO,0.444,0,8,2,20,1,1
27,MIA,DET,0.4,0,6,1,17,1,1
27,MIA,OKC,0.444,0,3,0,17,0,1
27,MIA,IND,0.429,0.5,9,0,24,0,1
27,MIA,DAL,0.5,0,9,0,19,1,1
27,MIA,TOR,0.611,0,4,0,26,1,1
27,MIA,PHI,0.6,0.5,6,1,41,1,1
27,MIA,OKC,0.5,0.429,7,1,34,1,1
27,MIA,MEM,0.421,0.333,6,0,21,0,1
27,MIA,DET,0.545,0.333,4,1,26,1,1
27,MIA,BOS,0.478,0.333,7,1,36,0,1
27,MIA,CHI,0.458,0.5,6,1,30,0,1
27,MIA,CHA,0.438,0,9,1,19,1,1
27,MIA,NYK,0.458,0.167,10,0,29,1,1
27,MIA,NJN,0.579,0.5,6,1,37,1,1
27,MIA,TOR,0.8,1,5,0,28,1,1
27,MIA,CHI,0.444,0.5,11,1,27,1,1
27,MIA,HOU,0.524,0.333,8,2,32,1,1
28,MIA,MIL,0.818,0.5,10,0,27,1,1
28,MIA,MIL,0.429,0,8,0,19,1,1
28,MIA,MIL,0.643,0.5,5,0,22,1,1
28,MIA,MIL,0.65,0,8,1,30,1,1
28,MIA,CHI,0.471,0.333,8,1,24,0,1
28,MIA,CHI,0.583,0.333,5,0,19,1,1
28,MIA,CHI,0.353,0.5,8,0,25,1,1
28,MIA,CHI,0.45,0.25,7,0,27,1,1
