Age,Tm,Opp,FG%,3P%,TRB,BLK,PTS,win_flag,total
28,MIA,CHI,0.357,0.333,7,0,23,1,1
28,MIA,IND,0.5,0.333,10,3,30,1,1
28,MIA,IND,0.7,0.429,8,1,36,0,1
28,MIA,IND,0.471,0,4,0,22,1,1
28,MIA,IND,0.444,0.571,6,3,24,0,1
28,MIA,IND,0.5,0.429,8,1,30,1,1
28,MIA,IND,0.476,0.5,7,1,29,0,1
28,MIA,IND,0.471,0.5,8,1,32,1,1
28,MIA,SAS,0.438,0.2,18,0,18,0,1
28,MIA,SAS,0.412,0.333,8,3,17,1,1
28,MIA,SAS,0.6,0.5,11,2,33,1,1
28,MIA,SAS,0.364,0.5,6,0,25,0,1
28,MIA,SAS,0.423,0.2,10,1,32,1,1
28,MIA,SAS,0.522,0.5,12,0,37,1,1
27,MIA,BOS,0.625,0.5,10,0,26,1,1
27,MIA,NYK,0.5,0.667,7,3,23,0,1
27,MIA,DEN,0.471,0,9,2,20,1,1
27,MIA,PHO,0.588,0.667,11,0,23,1,1
27,MIA,BRK,0.583,0.667,12,0,20,1,1
27,MIA,ATL,0.588,0,11,0,21,1,1
27,MIA,MEM,0.526,0,10,1,20,0,1
27,MIA,HOU,0.538,0.625,10,0,38,1,1
27,MIA,LAC,0.522,0,5,2,30,0,1
27,MIA,DEN,0.478,0,7,3,27,1,1
27,MIA,PHO,0.4,0.333,7,0,21,1,1
27,MIA,MIL,0.524,0.5,10,1,28,1,1
27,MIA,CLE,0.625,0.4,6,1,30,1,1
27,MIA,SAS,0.563,0.4,9,0,23,1,1
27,MIA,BRK,0.533,0.5,9,0,21,1,1
27,MIA,WAS,0.5,0.25,13,2,26,0,1
27,MIA,NYK,0.55,0.6,10,0,31,0,1
27,MIA,ATL,0.625,0.5,7,0,27,1,1
27,MIA,GSW,0.522,0.5,3,0,31,0,1
27,MIA,WAS,0.533,0,10,0,23,1,1
27,MIA,MIN,0.444,0.4,6,4,22,1,1
27,MIA,DAL,0.692,0.6,9,1,24,1,1
27,MIA,UTA,0.55,1,9,0,30,1,1
27,MIA,OKC,0.6,0,8,1,29,1,1
27,MIA,CHA,0.474,0.5,12,2,27,1,1
27,MIA,DET,0.682,0.5,6,1,35,0,1
27,MIA,MIL,0.55,0.5,6,1,26,0,1
28,MIA,ORL,0.455,0.167,8,0,36,1,1
28,MIA,DAL,0.55,0.333,12,1,32,1,1
28,MIA,CHI,0.571,0.2,6,0,30,0,1
28,MIA,WAS,0.529,0.667,2,1,24,1,1
28,MIA,IND,0.5,1,10,2,22,0,1
28,MIA,POR,0.375,0.2,10,1,15,0,1
28,MIA,SAC,0.7,0,5,2,20,1,1
28,MIA,UTA,0.684,0.5,4,2,32,0,1
28,MIA,GSW,0.55,0.2,7,0,25,1,1
28,MIA,LAL,0.68,0.5,7,1,39,1,1
28,MIA,TOR,0.522,0.2,10,0,31,1,1
28,MIA,DET,0.643,0,7,0,23,1,1
28,MIA,BOS,0.452,0.5,16,1,34,0,1
28,MIA,BRK,0.556,0.75,9,0,24,1,1
28,MIA,IND,0.529,0.333,6,1,28,0,1
28,MIA,TOR,0.625,0.5,8,0,30,1,1
28,MIA,HOU,0.611,0.5,6,2,32,1,1
28,MIA,LAC,0.818,0.8,5,2,30,1,1
28,MIA,LAL,0.667,0.5,7,0,32,1,1
28,MIA,POR,0.733,0.333,6,2,30,1,1
28,MIA,OKC,0.583,0.5,12,0,39,1,1
28,MIA,ATL,0.533,0.25,6,0,24,1,1
28,MIA,CHI,0.733,0.25,12,0,26,1,1
28,MIA,PHI,0.583,0.25,10,0,16,1,1
28,MIA,CLE,0.526,0,3,0,28,1,1
28,MIA,SAC,0.609,0.5,8,1,40,1,1
28,MIA,MEM,0.286,0.5,8,1,18,1,1
28,MIA,NYK,0.522,0.333,11,1,29,1,1
28,MIA,MIN,0.563,0.25,10,2,20,1,1
28,MIA,ORL,0.5,0.167,3,1,26,1,1
28,MIA,PHI,0.588,0.667,10,2,25,1,1
28,MIA,ATL,0.273,0,7,0,15,1,1
28,MIA,PHI,0.421,0.25,7,1,27,1,1
28,MIA,MIL,0.5,0,10,1,28,1,1
28,MIA,TOR,0.5,0.333,12,0,22,1,1
28,MIA,BOS,0.552,0.25,7,2,37,1,1
28,MIA,CLE,0.364,0.429,12,2,25,1,1
28,MIA,DET,0.8,1,8,1,29,1,1
28,MIA,CHA,0.786,0,8,3,32,1,1
28,MIA,CHI,0.647,0.4,7,4,32,0,1
28,MIA,NOH,0.65,0.7,4,0,36,1,1
28,MIA,PHI,0.706,0.5,4,0,27,1,1
28,MIA,MIL,0.688,0,7,1,28,1,1
28,MIA,CHI,0.583,1,7,0,24,1,1
29,MIA,CHA,0.5,0.5,9,0,27,1,1
29,MIA,CHA,0.647,0.2,6,0,32,1,1
29,MIA,CHA,0.556,0.5,10,0,30,1,1
29,MIA,CHA,0.526,0.2,7,1,31,1,1
29,MIA,BRK,0.5,0,4,1,22,1,1
29,MIA,BRK,0.533,0.429,8,1,28,0,1
29,MIA,BRK,0.667,0.5,6,0,49,1,1
29,MIA,BRK,0.429,0.4,9,1,29,1,1
29,MIA,IND,0.611,0.2,10,0,25,0,1
29,MIA,IND,0.5,0.2,7,3,22,1,1
29,MIA,IND,0.643,0.5,5,0,26,1,1
29,MIA,IND,0.619,0.667,10,0,32,1,1
29,MIA,IND,0.2,0.333,2,1,7,0,1
29,MIA,SAS,0.529,0.667,6,0,25,0,1
29,MIA,SAS,0.636,1,10,0,35,1,1
29,MIA,SAS,0.643,0.5,5,0,22,0,1
29,MIA,SAS,0.588,0.5,8,0,28,0,1
29,MIA,SAS,0.476,0.333,10,2,31,0,1
28,MIA,CHI,0.455,0,6,0,17,1,1
28,MIA,PHI,0.529,0.571,4,0,25,0,1
28,MIA,BRK,0.579,0.5,7,1,26,0,1
28,MIA,WAS,0.643,0.6,3,0,25,1,1
28,MIA,TOR,0.65,0.333,8,1,35,1,1
28,MIA,LAC,0.462,0.333,5,0,18,1,1
28,MIA,MIL,0.619,0.571,3,0,33,1,1
28,MIA,DAL,0.778,1,6,0,39,1,1
28,MIA,ORL,0.455,0,6,1,21,1,1
28,MIA,ORL,0.538,0.5,9,0,22,1,1
28,MIA,PHO,0.786,0.5,5,1,35,1,1
28,MIA,CLE,0.474,0.333,8,0,28,1,1
28,MIA,TOR,0.588,0.6,6,1,27,1,1
28,MIA,CHA,0.615,0.333,5,1,26,1,1
28,MIA,DET,0.533,0.4,5,1,23,0,1
28,MIA,CHI,0.412,0.25,5,0,21,0,1
28,MIA,DET,0.667,0,7,0,24,1,1
28,MIA,IND,0.375,0.25,14,0,17,0,1
28,MIA,CLE,0.75,0,9,0,25,1,1
28,MIA,UTA,0.765,0,9,0,30,1,1
28,MIA,IND,0.571,0.333,9,0,24,1,1
28,MIA,SAC,0.727,0.5,6,1,18,1,1
28,MIA,ATL,0.571,0.444,8,0,38,1,1
28,MIA,LAL,0.5,0,8,0,19,1,1
28,MIA,SAC,0.522,0.444,8,0,33,0,1
29,MIA,DEN,0.533,0.556,6,1,26,1,1
29,MIA,GSW,0.625,0.25,5,1,26,0,1
29,MIA,ORL,0.385,0,8,0,15,1,1
29,MIA,NOP,0.591,0.5,3,0,32,1,1
29,MIA,NYK,0.706,0.25,5,1,32,0,1
29,MIA,BRK,0.571,0.4,7,0,36,0,1
29,MIA,WAS,0.444,0,8,0,25,0,1
29,MIA,PHI,0.538,0,8,1,21,1,1
29,MIA,CHA,0.52,0,8,0,34,1,1
29,MIA,ATL,0.524,0.429,4,0,30,0,1
29,MIA,BOS,0.526,0,8,0,29,1,1
29,MIA,LAL,0.6,0.5,13,0,27,1,1
29,MIA,SAS,0.533,0.333,7,0,18,1,1
29,MIA,OKC,0.6,0.2,3,0,34,0,1
29,MIA,NYK,0.591,0.333,8,0,30,1,1
29,MIA,DET,0.474,0,8,2,24,1,1
29,MIA,LAC,0.55,0.429,8,1,31,1,1
29,MIA,UTA,0.308,0.167,7,0,13,0,1
29,MIA,PHO,0.545,0.4,9,0,37,1,1
29,MIA,GSW,0.538,0.5,13,0,36,1,1
29,MIA,DAL,0.696,0.5,9,0,42,1,1
29,MIA,OKC,0.682,0.2,7,0,33,1,1
29,MIA,NYK,0.684,0.5,4,0,31,1,1
29,MIA,ORL,0.667,0,9,0,20,1,1
29,MIA,CHA,0.667,0.8,7,0,61,1,1
29,MIA,HOU,0.5,0,1,0,22,0,1
29,MIA,SAS,0.333,0,8,0,19,0,1
29,MIA,BRK,0.462,0.25,5,0,19,0,1
29,MIA,DEN,0.471,0,6,0,21,0,1
29,MIA,HOU,0.471,0.333,5,0,24,1,1
29,MIA,CLE,0.737,0.75,6,3,43,1,1
29,MIA,MEM,0.5,0,6,1,15,1,1
29,MIA,NOP,0.556,0.5,8,1,25,0,1
29,MIA,POR,0.565,0,6,0,32,1,1
29,MIA,IND,0.579,0.333,8,0,38,0,1
29,MIA,DET,0.538,0.333,10,0,17,1,1
29,MIA,MIL,0.5,0.333,7,0,13,1,1
29,MIA,TOR,0.55,0.167,7,0,32,1,1
29,MIA,MIL,0.583,0.333,4,1,17,1,1
29,MIA,MIN,0.5,0.5,8,1,34,0,1
29,MIA,NYK,0.591,0.429,5,0,38,1,1
29,MIA,BRK,0.563,0,10,0,29,0,1
29,MIA,MEM,0.609,0.6,6,0,37,0,1
29,MIA,IND,0.55,0.5,6,1,36,1,1
29,MIA,ATL,0.455,0.429,8,1,27,0,1
30,14_18CLE,BOS,0.444,0.333,6,1,20,1,1
30,14_18CLE,BOS,0.5,0.2,9,2,30,1,1
30,14_18CLE,BOS,0.5,0.2,11,2,31,1,1
30,14_18CLE,BOS,0.417,0.143,10,1,27,1,1
30,14_18CLE,CHI,0.409,0,15,1,19,0,1
30,14_18CLE,CHI,0.448,0,8,1,33,1,1
30,14_18CLE,CHI,0.32,0.143,8,1,27,0,1
30,14_18CLE,CHI,0.333,0.143,14,2,25,1,1
30,14_18CLE,CHI,0.583,0.2,12,3,38,1,1
30,14_18CLE,CHI,0.304,0,9,2,15,1,1
30,14_18CLE,ATL,0.462,0,8,0,31,1,1
30,14_18CLE,ATL,0.455,0.286,9,1,30,1,1
30,14_18CLE,ATL,0.378,0.167,18,0,37,1,1
30,14_18CLE,ATL,0.5,0.333,9,1,23,1,1
30,14_18CLE,GSW,0.474,0.25,8,0,44,0,1
30,14_18CLE,GSW,0.314,0.5,16,1,39,1,1
30,14_18CLE,GSW,0.412,0.333,12,2,40,1,1
30,14_18CLE,GSW,0.318,0.25,12,0,20,0,1
30,14_18CLE,GSW,0.441,0.375,14,0,40,0,1
30,14_18CLE,GSW,0.394,0.2,18,0,32,0,1
29,14_18CLE,NYK,0.333,0.2,5,0,17,0,1
29,14_18CLE,CHI,0.467,0.333,8,1,36,1,1
29,14_18CLE,POR,0.333,0.5,7,0,11,0,1
29,14_18CLE,UTA,0.444,0.6,3,0,31,0,1
29,14_18CLE,DEN,0.444,0.2,7,1,22,1,1
29,14_18CLE,NOP,0.529,0.333,11,1,32,1,1
29,14_18CLE,BOS,0.593,0.375,4,1,41,1,1
29,14_18CLE,ATL,0.65,0.8,6,1,32,1,1
29,14_18CLE,DEN,0.444,0.25,9,2,22,0,1
29,14_18CLE,SAS,0.353,0.667,6,1,15,0,1
29,14_18CLE,WAS,0.381,0.286,4,1,22,0,1
29,14_18CLE,TOR,0.5,0.25,1,1,15,0,1
29,14_18CLE,ORL,0.529,0.5,4,0,29,1,1
29,14_18CLE,WAS,0.5,0.2,10,0,29,1,1
29,14_18CLE,IND,0.5,0,2,0,19,1,1
29,14_18CLE,MIL,0.4,0,5,0,26,1,1
29,14_18CLE,NYK,0.412,0.167,5,0,19,1,1
29,14_18CLE,TOR,0.5,0.5,7,1,24,1,1
29,14_18CLE,BRK,0.471,0.333,4,0,18,1,1
29,14_18CLE,TOR,0.571,0.4,2,2,35,1,1
29,14_18CLE,NOP,0.708,1,5,1,41,0,1
29,14_18CLE,CHO,0.579,0.667,7,3,27,1,1
29,14_18CLE,ATL,0.5,0,3,0,21,0,1
29,14_18CLE,BRK,0.389,0.5,4,0,22,1,1
29,14_18CLE,MEM,0.6,0.6,1,1,25,1,1
29,14_18CLE,MIN,0.5,0.571,4,3,24,1,1
29,14_18CLE,MIA,0.563,0.25,4,0,30,0,1
29,14_18CLE,ORL,0.5,0,5,2,29,1,1
29,14_18CLE,DET,0.263,0.333,10,0,17,0,1
30,14_18CLE,PHO,0.611,0.375,7,0,33,0,1
30,14_18CLE,LAL,0.522,0.444,4,0,36,1,1
30,14_18CLE,LAC,0.478,0.375,11,0,32,1,1
30,14_18CLE,CHI,0.522,0,5,0,26,1,1
30,14_18CLE,UTA,0.5,0,7,0,26,1,1
30,14_18CLE,CHO,0.6,0.5,6,1,25,1,1
30,14_18CLE,OKC,0.44,0.333,7,2,34,1,1
30,14_18CLE,DET,0.458,0,6,0,32,1,1
30,14_18CLE,SAC,0.438,0.25,3,2,19,1,1
30,14_18CLE,MIN,0.56,0.375,6,1,36,1,1
30,14_18CLE,PHI,0.353,0.25,3,0,18,1,1
30,14_18CLE,LAC,0.571,0.5,3,0,23,1,1
30,14_18CLE,IND,0.476,0,6,1,25,0,1
30,14_18CLE,LAL,0.5,0.286,10,0,22,1,1
30,14_18CLE,MIA,0.375,0,9,0,18,1,1
30,14_18CLE,CHI,0.462,0.222,5,0,31,0,1
30,14_18CLE,WAS,0.571,0.6,5,0,28,1,1
30,14_18CLE,NYK,0.412,0.167,7,0,18,1,1
30,14_18CLE,DET,0.429,0.2,7,1,19,1,1
30,14_18CLE,GSW,0.6,0.444,11,1,42,1,1
30,14_18CLE,HOU,0.429,0.333,8,3,37,0,1
30,14_18CLE,BOS,0.522,0,3,1,27,1,1
30,14_18CLE,TOR,0.563,0.5,6,0,29,1,1
30,14_18CLE,ATL,0.385,0.25,6,1,18,0,1
30,14_18CLE,PHO,0.375,0.4,6,0,17,1,1
30,14_18CLE,DAL,0.714,0.667,7,1,27,1,1
30,14_18CLE,SAS,0.5,0.5,5,1,31,1,1
30,14_18CLE,ORL,0.643,0,8,1,21,1,1
30,14_18CLE,MIA,0.421,0.5,2,0,26,0,1
30,14_18CLE,BRK,0.385,0.5,3,0,16,1,1
30,14_18CLE,IND,0.5,0.333,7,0,29,1,1
30,14_18CLE,MIL,0.588,0.25,10,1,28,1,1
30,14_18CLE,MEM,0.467,0.6,8,0,20,1,1
30,14_18CLE,BRK,0.533,0.4,5,1,24,0,1
30,14_18CLE,PHI,0.333,0.25,11,1,20,1,1
30,14_18CLE,MIA,0.563,0.5,8,3,23,1,1
30,14_18CLE,CHI,0.471,0.333,10,1,20,1,1
30,14_18CLE,MIL,0.533,0.4,9,1,21,1,1
30,14_18CLE,BOS,0.357,0,3,0,14,0,1
30,14_18CLE,DET,0.412,0.75,10,1,21,1,1
31,14_18CLE,DET,0.529,0,6,2,22,1,1
31,14_18CLE,DET,0.667,0.5,6,0,27,1,1
31,14_18CLE,DET,0.333,0.167,13,1,20,1,1
31,14_18CLE,DET,0.474,0.167,11,0,22,1,1
31,14_18CLE,ATL,0.524,0.5,7,1,25,1,1
31,14_18CLE,ATL,0.6,0.667,4,0,27,1,1
31,14_18CLE,ATL,0.5,0.25,13,0,24,1,1
31,14_18CLE,ATL,0.435,0.2,10,1,21,1,1
31,14_18CLE,TOR,0.846,0,6,1,24,1,1
31,14_18CLE,TOR,0.538,0,11,0,23,1,1
31,14_18CLE,TOR,0.529,0.2,8,0,24,0,1
31,14_18CLE,TOR,0.688,0.333,9,1,29,0,1
31,14_18CLE,TOR,0.588,0.5,6,1,23,1,1
31,14_18CLE,TOR,0.591,0.5,11,3,33,1,1
31,14_18CLE,GSW,0.429,0.5,12,1,23,0,1
31,14_18CLE,GSW,0.412,0.2,8,1,19,0,1
31,14_18CLE,GSW,0.538,0.5,11,2,32,1,1
31,14_18CLE,GSW,0.524,0.2,13,3,25,0,1
31,14_18CLE,GSW,0.533,0.5,16,3,41,1,1
31,14_18CLE,GSW,0.593,0.5,8,3,41,1,1
31,14_18CLE,GSW,0.375,0.2,11,3,27,1,1
30,14_18CLE,CHI,0.545,0.2,10,0,25,0,1
30,14_18CLE,MEM,0.308,0,7,0,12,1,1
30,14_18CLE,MIA,0.684,0,5,0,29,1,1
30,14_18CLE,PHI,0.474,0,9,2,22,1,1
30,14_18CLE,NYK,0.391,0.2,5,1,23,1,1
30,14_18CLE,PHI,0.545,0.6,4,0,31,1,1
30,14_18CLE,IND,0.435,0,6,0,29,1,1
30,14_18CLE,UTA,0.579,0.333,7,0,31,1,1
30,14_18CLE,NYK,0.571,0,3,1,31,1,1
30,14_18CLE,MIL,0.481,0.455,12,3,37,0,1
30,14_18CLE,DET,0.524,0.571,6,0,30,0,1
30,14_18CLE,MIL,0.692,1,9,0,27,1,1
30,14_18CLE,ATL,0.533,0.5,11,2,19,1,1
30,14_18CLE,ORL,0.5,0,6,0,15,1,1
30,14_18CLE,TOR,0.375,0.2,6,0,24,0,1
30,14_18CLE,CHO,0.4,0.4,13,0,25,1,1
30,14_18CLE,BRK,0.455,0.167,9,0,26,1,1
30,14_18CLE,WAS,0.4,0,13,1,24,0,1
30,14_18CLE,NOP,0.448,0.2,7,1,37,0,1
30,14_18CLE,POR,0.583,0.333,10,3,33,1,1
30,14_18CLE,ORL,0.667,0,3,0,25,1,1
30,14_18CLE,BOS,0.5,0,7,1,24,1,1
30,14_18CLE,OKC,0.444,0.4,9,0,33,1,1
30,14_18CLE,PHI,0.588,0,5,1,23,1,1
30,14_18CLE,NYK,0.409,0,9,0,24,1,1
30,14_18CLE,GSW,0.385,0.2,9,2,25,0,1
30,14_18CLE,POR,0.308,0,4,0,12,0,1
30,14_18CLE,PHO,0.4,0.2,4,1,14,1,1
30,14_18CLE,DEN,0.542,0.333,6,1,34,1,1
31,14_18CLE,ORL,0.611,0.571,5,0,29,1,1
31,14_18CLE,TOR,0.636,0.5,2,0,20,1,1
31,14_18CLE,WAS,0.545,0.444,10,1,34,1,1
31,14_18CLE,MIN,0.417,0,12,2,13,1,1
31,14_18CLE,PHI,0.682,0.6,7,0,37,1,1
31,14_18CLE,DAL,0.529,0.5,10,0,27,1,1
31,14_18CLE,SAS,0.529,0.333,7,0,22,0,1
31,14_18CLE,HOU,0.5,0.5,7,2,19,1,1
31,14_18CLE,GSW,0.438,0,5,1,16,0,1
31,14_18CLE,BRK,0.583,1,1,1,17,1,1
31,14_18CLE,LAC,0.529,0.25,5,0,22,1,1
31,14_18CLE,CHI,0.407,0,13,1,26,0,1
31,14_18CLE,MIN,0.733,1,4,1,25,1,1
31,14_18CLE,PHO,0.875,0,3,0,21,1,1
31,14_18CLE,DET,0.438,0,9,0,20,1,1
31,14_18CLE,SAS,0.588,0,5,2,29,1,1
31,14_18CLE,IND,0.409,0,12,1,24,1,1
31,14_18CLE,CHO,0.476,0,6,2,23,0,1
31,14_18CLE,BOS,0.391,0,7,1,30,0,1
31,14_18CLE,NOP,0.55,0.4,3,0,27,1,1
31,14_18CLE,SAC,0.5,0.5,10,1,21,1,1
31,14_18CLE,LAL,0.545,0.5,7,0,29,1,1
31,14_18CLE,CHI,0.579,0,9,1,25,1,1
31,14_18CLE,OKC,0.5,0.4,7,0,25,1,1
31,14_18CLE,DET,0.278,0,8,0,12,0,1
31,14_18CLE,CHO,0.615,0.5,7,0,23,1,1
31,14_18CLE,TOR,0.5,0.5,8,0,25,0,1
31,14_18CLE,IND,0.636,0.5,5,0,33,1,1
31,14_18CLE,WAS,0.389,0.25,13,0,19,1,1
31,14_18CLE,BOS,0.55,0.25,11,1,28,1,1
31,14_18CLE,MEM,0.579,0.5,9,0,28,0,1
31,14_18CLE,SAC,0.421,0.2,11,0,25,1,1
31,14_18CLE,LAL,0.5,0.25,5,2,24,1,1
31,14_18CLE,LAC,0.6,0.75,6,0,27,1,1
31,14_18CLE,UTA,0.5,0.333,12,0,23,0,1
31,14_18CLE,ORL,0.4,0,7,1,18,1,1
31,14_18CLE,DEN,0.632,0.5,11,0,33,1,1
31,14_18CLE,MIL,0.409,0.25,6,1,26,1,1
31,14_18CLE,BRK,0.813,0.5,6,0,30,0,1
31,14_18CLE,NYK,0.476,0.667,11,2,27,1,1
31,14_18CLE,ATL,0.462,0.2,16,1,29,1,1
31,14_18CLE,MIL,0.778,0.5,5,1,17,1,1
31,14_18CLE,CHI,0.765,0.8,7,1,33,0,1
31,14_18CLE,ATL,0.813,0.75,6,1,34,1,1
32,14_18CLE,IND,0.6,0.667,6,0,32,1,1
32,14_18CLE,IND,0.55,0,10,4,25,1,1
32,14_18CLE,IND,0.519,0.5,13,2,41,1,1
32,14_18CLE,IND,0.52,0.333,10,2,33,1,1
32,14_18CLE,TOR,0.565,0.4,10,1,35,1,1
32,14_18CLE,TOR,0.714,0.667,6,2,39,1,1
32,14_18CLE,TOR,0.563,0.5,8,0,35,1,1
32,14_18CLE,TOR,0.5,0.417,9,1,35,1,1
32,14_18CLE,BOS,0.583,0.167,9,0,38,1,1
32,14_18CLE,BOS,0.667,0.667,4,3,30,1,1
32,14_18CLE,BOS,0.308,0,6,1,11,0,1
32,14_18CLE,BOS,0.556,0.167,5,1,34,1,1
32,14_18CLE,BOS,0.722,0.571,8,1,35,1,1
32,14_18CLE,GSW,0.45,0.333,15,2,28,0,1
32,14_18CLE,GSW,0.667,0.333,11,1,29,0,1
32,14_18CLE,GSW,0.556,0.444,11,1,39,0,1
32,14_18CLE,GSW,0.5,0.375,10,0,31,1,1
32,14_18CLE,GSW,0.633,0.4,13,1,41,0,1
31,14_18CLE,NYK,0.643,0,11,1,19,1,1
31,14_18CLE,TOR,0.438,0.333,8,0,21,1,1
31,14_18CLE,ORL,0.438,0.333,6,1,23,1,1
31,14_18CLE,HOU,0.5,0.333,13,0,19,1,1
31,14_18CLE,BOS,0.545,0.25,7,0,30,1,1
31,14_18CLE,PHI,0.391,0.2,8,1,25,1,1
31,14_18CLE,ATL,0.471,0.4,9,0,23,0,1
31,14_18CLE,WAS,0.5,0.75,10,2,27,1,1
31,14_18CLE,CHO,0.381,0.4,8,1,19,1,1
31,14_18CLE,TOR,0.667,0.4,9,0,28,1,1
31,14_18CLE,DET,0.643,0.333,3,1,21,1,1
31,14_18CLE,POR,0.524,0.667,10,0,31,1,1
31,14_18CLE,DAL,0.462,0.4,5,0,19,1,1
31,14_18CLE,PHI,0.474,0.25,10,0,26,1,1
31,14_18CLE,MIL,0.5,0.375,4,0,22,0,1
31,14_18CLE,LAC,0.357,0,5,0,16,0,1
31,14_18CLE,TOR,0.462,0.286,8,0,34,1,1
31,14_18CLE,NYK,0.7,0.5,6,2,25,1,1
31,14_18CLE,MIA,0.545,0.333,8,0,27,1,1
31,14_18CLE,CHO,0.708,0.5,9,1,44,1,1
31,14_18CLE,MEM,0.529,0,6,0,23,1,1
31,14_18CLE,LAL,0.5,0.4,7,2,26,1,1
31,14_18CLE,MIL,0.48,0.556,12,1,34,1,1
