Age,Tm,Opp,FG%,3P%,TRB,BLK,PTS,win_flag,total
31,14_18CLE,MIL,0.5,0.571,9,0,29,1,1
31,14_18CLE,BRK,0.438,0,4,0,19,1,1
31,14_18CLE,GSW,0.545,0.5,13,1,31,1,1
31,14_18CLE,BOS,0.5,0.333,8,3,23,1,1
32,14_18CLE,CHO,0.48,0.5,6,0,32,1,1
32,14_18CLE,NOP,0.429,0,7,1,26,1,1
32,14_18CLE,CHI,0.571,0.5,8,0,31,0,1
32,14_18CLE,BRK,0.7,0,9,0,36,1,1
32,14_18CLE,PHO,0.647,0.5,8,0,28,1,1
32,14_18CLE,UTA,0.5,0.5,6,0,29,0,1
32,14_18CLE,POR,0.417,0.4,11,1,20,0,1
32,14_18CLE,SAC,0.5,0.25,2,1,16,1,1
32,14_18CLE,GSW,0.333,0.25,8,0,20,0,1
32,14_18CLE,PHO,0.667,0,9,2,21,1,1
32,14_18CLE,SAS,0.688,0.4,6,0,29,0,1
32,14_18CLE,NOP,0.524,0.25,10,0,26,0,1
32,14_18CLE,SAC,0.533,0,13,1,24,0,1
32,14_18CLE,BRK,0.722,0.333,5,0,31,1,1
32,14_18CLE,OKC,0.5,0,14,0,25,1,1
32,14_18CLE,DAL,0.474,0.167,9,0,23,0,1
32,14_18CLE,MIN,0.786,0.5,8,1,27,1,1
32,14_18CLE,NYK,0.6,0.5,5,0,32,1,1
32,14_18CLE,WAS,0.667,0.75,7,2,32,1,1
32,14_18CLE,IND,0.563,0.5,6,1,25,1,1
32,14_18CLE,OKC,0.421,0.25,5,2,18,0,1
32,14_18CLE,DEN,0.688,1,5,0,27,1,1
32,14_18CLE,MIN,0.714,0.667,8,0,25,1,1
32,14_18CLE,IND,0.706,0.8,5,0,31,1,1
32,14_18CLE,NYK,0.636,0,13,3,18,1,1
32,14_18CLE,MIL,0.667,0.5,10,0,24,1,1
32,14_18CLE,BOS,0.476,0.5,13,1,28,0,1
32,14_18CLE,ATL,0.519,0.6,13,0,38,1,1
32,14_18CLE,MIA,0.5,0.4,17,1,30,0,1
32,14_18CLE,DET,0.545,0,14,0,29,0,1
32,14_18CLE,ORL,0.571,0.4,12,1,24,1,1
32,14_18CLE,HOU,0.6,0.364,7,0,30,0,1
32,14_18CLE,DET,0.5,0,11,0,16,1,1
32,14_18CLE,UTA,0.65,0.4,10,1,33,1,1
32,14_18CLE,LAL,0.591,0.375,6,0,34,1,1
32,14_18CLE,DEN,0.667,0,6,0,18,0,1
32,14_18CLE,CHO,0.643,0,9,2,32,1,1
32,14_18CLE,WAS,0.476,0,11,1,24,0,1
32,14_18CLE,SAS,0.412,0,8,0,17,0,1
32,14_18CLE,CHI,0.55,0.143,10,1,26,0,1
32,14_18CLE,PHI,0.636,0.429,9,0,34,1,1
32,14_18CLE,IND,0.552,0.3,14,1,41,1,1
32,14_18CLE,ORL,0.5,0,11,1,18,1,1
32,14_18CLE,BOS,0.636,0.25,10,2,36,1,1
32,14_18CLE,ATL,0.8,0.5,8,0,27,0,1
32,14_18CLE,ATL,0.524,0.333,16,0,32,0,1
33,14_18CLE,IND,0.412,0,10,1,24,0,1
33,14_18CLE,IND,0.708,0.4,12,0,46,1,1
33,14_18CLE,IND,0.455,0.571,12,1,28,0,1
33,14_18CLE,IND,0.545,0,13,2,32,1,1
33,14_18CLE,IND,0.583,0.25,10,1,44,1,1
33,14_18CLE,IND,0.438,0.5,5,2,22,0,1
33,14_18CLE,IND,0.64,0.667,8,0,45,1,1
33,14_18CLE,TOR,0.4,0.125,11,2,26,1,1
33,14_18CLE,TOR,0.679,0.333,8,0,43,1,1
33,14_18CLE,TOR,0.538,0.25,6,1,38,1,1
33,14_18CLE,TOR,0.632,0,8,1,29,1,1
33,14_18CLE,BOS,0.313,0,7,2,15,0,1
33,14_18CLE,BOS,0.552,0.455,10,1,42,0,1
33,14_18CLE,BOS,0.667,1,5,2,27,1,1
33,14_18CLE,BOS,0.607,0.25,5,0,44,1,1
33,14_18CLE,BOS,0.5,0.167,10,0,26,0,1
33,14_18CLE,BOS,0.515,0.714,11,1,46,1,1
33,14_18CLE,BOS,0.5,0.375,15,2,35,1,1
33,14_18CLE,GSW,0.594,0.429,8,1,51,0,1
33,14_18CLE,GSW,0.5,0.5,9,0,29,0,1
33,14_18CLE,GSW,0.464,0.167,10,2,33,0,1
33,14_18CLE,GSW,0.538,0,7,1,23,0,1
32,14_18CLE,BOS,0.632,0.2,16,2,29,1,1
32,14_18CLE,MIL,0.625,0.5,5,1,24,1,1
32,14_18CLE,ORL,0.533,0.333,4,1,22,0,1
32,14_18CLE,CHI,0.65,0.667,2,0,34,1,1
32,14_18CLE,BRK,0.6,0.5,10,4,29,0,1
32,14_18CLE,NOP,0.545,0.333,3,0,18,0,1
32,14_18CLE,NYK,0.467,0.25,10,0,16,0,1
32,14_18CLE,IND,0.636,0.2,6,1,33,0,1
32,14_18CLE,WAS,0.676,0.5,11,2,57,1,1
32,14_18CLE,ATL,0.588,0,5,2,26,0,1
32,14_18CLE,MIL,0.5,0.5,8,0,30,1,1
32,14_18CLE,HOU,0.625,0.25,4,1,33,0,1
32,14_18CLE,DAL,0.429,0.333,11,1,19,1,1
32,14_18CLE,NYK,0.5,0.5,9,3,23,1,1
32,14_18CLE,CHO,0.5,0.571,6,1,31,1,1
32,14_18CLE,LAC,0.654,0.444,14,0,39,1,1
32,14_18CLE,DET,0.5,0.6,2,1,18,1,1
32,14_18CLE,BRK,0.647,0.571,6,0,33,1,1
32,14_18CLE,CHO,0.5,0.375,16,3,27,1,1
32,14_18CLE,PHI,0.522,0.429,14,0,30,1,1
32,14_18CLE,MIA,0.625,0.333,12,1,21,1,1
32,14_18CLE,ATL,0.727,0.5,6,2,24,1,1
32,14_18CLE,MEM,0.591,0,2,1,34,1,1
32,14_18CLE,CHI,0.6,0.5,7,0,23,1,1
32,14_18CLE,SAC,0.667,0.625,11,2,32,1,1
32,14_18CLE,IND,0.545,0.2,10,2,29,0,1
32,14_18CLE,PHI,0.391,0.333,13,0,30,1,1
32,14_18CLE,ATL,0.846,0.667,7,0,25,1,1
32,14_18CLE,LAL,0.444,0.167,12,2,25,1,1
32,14_18CLE,UTA,0.6,0.25,11,0,29,1,1
32,14_18CLE,WAS,0.348,0.286,11,1,20,1,1
32,14_18CLE,MIL,0.636,0.545,1,2,39,0,1
32,14_18CLE,CHI,0.522,0.4,6,0,34,1,1
32,14_18CLE,GSW,0.389,0.286,6,0,20,0,1
32,14_18CLE,SAC,0.353,0,10,0,16,0,1
33,14_18CLE,UTA,0.545,0.143,8,1,29,0,1
33,14_18CLE,POR,0.588,0,6,1,24,1,1
33,14_18CLE,BOS,0.533,0,7,1,19,0,1
33,14_18CLE,ORL,0.522,0.571,10,1,33,1,1
33,14_18CLE,MIN,0.5,0.333,8,2,10,0,1
33,14_18CLE,TOR,0.563,0,3,2,26,0,1
33,14_18CLE,IND,0.44,0.222,8,1,27,0,1
33,14_18CLE,GSW,0.667,0,8,4,32,0,1
33,14_18CLE,ORL,0.438,0,5,0,16,1,1
33,14_18CLE,OKC,0.471,0,3,1,18,0,1
33,14_18CLE,SAS,0.435,0.333,9,1,28,0,1
33,14_18CLE,IND,0.647,0,10,1,26,1,1
33,14_18CLE,DET,0.533,0.25,8,0,25,1,1
33,14_18CLE,DET,0.45,0.286,6,1,21,0,1
33,14_18CLE,MIA,0.381,0.167,11,0,24,1,1
33,14_18CLE,HOU,0.3,0.5,9,1,11,0,1
33,14_18CLE,ORL,0.588,0.5,10,0,25,0,1
33,14_18CLE,MIN,0.727,0.714,10,1,37,1,1
33,14_18CLE,ATL,0.4,0,12,0,22,1,1
33,14_18CLE,BOS,0.45,0.4,8,1,24,1,1
33,14_18CLE,OKC,0.609,0.429,8,1,37,1,1
33,14_18CLE,WAS,0.722,0.25,9,0,32,0,1
33,14_18CLE,MEM,0.438,0,14,0,18,1,1
33,14_18CLE,SAS,0.56,0.4,13,0,33,0,1
33,14_18CLE,BRK,0.52,0.5,12,0,31,1,1
33,14_18CLE,PHI,0.5,0.333,9,0,30,0,1
33,14_18CLE,DEN,0.421,0.25,10,0,25,0,1
33,14_18CLE,DET,0.647,0.714,7,0,31,1,1
33,14_18CLE,DEN,0.6,0.625,8,0,39,1,1
33,14_18CLE,LAC,0.55,0.429,10,3,25,0,1
33,14_18CLE,LAL,0.45,0.25,10,1,24,0,1
33,14_18CLE,PHO,0.5,0.5,12,2,28,1,1
33,14_18CLE,POR,0.6,0.25,14,3,35,0,1
33,14_18CLE,CHI,0.577,0.25,13,2,33,1,1
33,14_18CLE,MIL,0.552,0.429,12,1,40,1,1
33,14_18CLE,TOR,0.579,0.333,7,0,35,1,1
33,14_18CLE,PHO,0.688,0.25,6,1,27,1,1
33,14_18CLE,BRK,0.737,0.25,10,0,37,1,1
33,14_18CLE,MIA,0.389,0,6,0,18,0,1
33,14_18CLE,CHO,0.538,0.5,10,0,41,1,1
33,14_18CLE,NOP,0.5,0,9,0,27,1,1
33,14_18CLE,DAL,0.238,0.667,13,0,16,1,1
33,14_18CLE,TOR,0.571,0.5,10,0,27,1,1
33,14_18CLE,WAS,0.6,0.286,9,0,33,1,1
33,14_18CLE,PHI,0.586,0.5,11,1,44,0,1
33,14_18CLE,NYK,0.438,0.5,6,0,26,1,1
33,14_18CLE,NYK,0.444,0,5,0,10,0,1
33,LAL,POR,0.563,0,12,0,26,0,1
33,LAL,HOU,0.409,0.143,5,1,24,0,1
33,LAL,SAS,0.44,0.25,8,1,32,0,1
33,LAL,PHO,0.438,0.2,7,0,19,1,1
33,LAL,DEN,0.588,0.2,11,0,28,1,1
33,LAL,SAS,0.619,0.333,11,0,35,0,1
33,LAL,MIN,0.478,0.5,10,2,29,0,1
33,LAL,DAL,0.579,0.667,5,0,29,1,1
33,LAL,POR,0.45,0.2,5,2,28,1,1
33,LAL,TOR,0.5,0.667,2,1,18,0,1
33,LAL,MIN,0.476,0.333,11,2,24,1,1
33,LAL,SAC,0.556,0.5,7,0,25,1,1
33,LAL,ATL,0.5,0.333,7,0,26,1,1
33,LAL,POR,0.684,0.833,10,3,44,1,1
33,LAL,ORL,0.421,0.5,4,1,22,0,1
33,LAL,MIA,0.613,0.75,8,1,51,1,1
33,LAL,CLE,0.55,0.333,14,1,32,1,1
33,LAL,UTA,0.471,0.4,10,1,22,1,1
33,LAL,ORL,0.571,0.286,4,1,24,0,1
33,LAL,DEN,0.333,0,7,2,14,0,1
33,LAL,IND,0.556,0.286,9,0,38,1,1
33,LAL,DAL,0.571,0.5,5,1,28,1,1
33,LAL,PHO,0.529,0.2,6,1,22,1,1
33,LAL,SAS,0.625,0.429,5,0,42,1,1
33,LAL,SAS,0.464,0.375,8,0,35,0,1
33,LAL,MEM,0.5,0,8,0,20,1,1
33,LAL,MIA,0.526,0.571,9,0,28,1,1
33,LAL,HOU,0.667,0.5,5,0,29,0,1
33,LAL,CHO,0.467,0.333,12,0,24,1,1
33,LAL,WAS,0.313,0,6,1,13,0,1
33,LAL,BRK,0.565,0.286,13,1,36,0,1
33,LAL,NOP,0.4,0,12,0,22,1,1
33,LAL,MEM,0.571,0.4,14,1,22,0,1
33,LAL,GSW,0.545,0,13,0,17,1,1
34,LAL,LAC,0.409,0.167,14,0,24,1,1
34,LAL,IND,0.583,0.4,7,0,18,0,1
34,LAL,BOS,0.524,0.5,12,0,28,1,1
34,LAL,ATL,0.4,0.3,11,1,28,0,1
34,LAL,HOU,0.478,0,12,1,29,1,1
34,LAL,NOP,0.647,0.5,7,1,27,0,1
34,LAL,MEM,0.348,0,12,0,24,0,1
34,LAL,NOP,0.542,0.444,6,1,33,1,1
34,LAL,MIL,0.526,0.375,7,0,31,0,1
34,LAL,PHO,0.476,0.444,9,0,27,0,1
34,LAL,LAC,0.5,0.167,8,1,27,0,1
34,LAL,DEN,0.591,0.286,7,1,31,0,1
34,LAL,BOS,0.565,0.2,10,0,30,0,1
34,LAL,CHI,0.652,0.5,10,0,36,1,1
34,LAL,TOR,0.522,0.2,4,0,29,0,1
34,LAL,NYK,0.423,0,6,1,33,0,1
34,LAL,BRK,0.32,0.143,9,1,25,0,1
34,LAL,SAC,0.409,0.5,11,1,29,1,1
34,LAL,WAS,0.55,0.167,7,0,23,1,1
34,LAL,CHO,0.579,0.571,3,0,27,1,1
35,LAL,POR,0.45,0.2,17,0,23,0,1
35,LAL,POR,0.364,0,6,0,10,1,1
35,LAL,POR,0.611,0.5,12,0,38,1,1
35,LAL,POR,0.833,0.8,6,1,30,1,1
35,LAL,POR,0.737,0.571,10,1,36,1,1
35,LAL,HOU,0.467,0.286,8,2,20,0,1
35,LAL,HOU,0.588,0.2,11,2,28,1,1
35,LAL,HOU,0.565,0.444,7,4,36,1,1
35,LAL,HOU,0.412,0,15,0,16,1,1
35,LAL,HOU,0.5,0.375,11,1,29,1,1
35,LAL,DEN,0.545,0,6,0,15,1,1
35,LAL,DEN,0.5,0.375,11,2,26,1,1
35,LAL,DEN,0.609,0.25,10,2,30,0,1
35,LAL,DEN,0.389,0.333,9,0,26,1,1
35,LAL,DEN,0.6,0.25,16,0,38,1,1
35,LAL,MIA,0.529,0.5,13,0,25,1,1
35,LAL,MIA,0.56,0.375,9,1,33,1,1
35,LAL,MIA,0.563,0.2,10,2,25,0,1
35,LAL,MIA,0.5,0.4,12,0,28,1,1
35,LAL,MIA,0.714,0.667,13,0,40,0,1
35,LAL,MIA,0.65,0.2,14,0,28,1,1
34,LAL,LAC,0.368,0.2,10,1,18,0,1
34,LAL,UTA,0.545,0.25,7,0,32,1,1
34,LAL,CHO,0.5,0.333,6,0,20,1,1
34,LAL,MEM,0.533,0.4,2,1,23,1,1
34,LAL,DAL,0.565,0.444,12,1,39,1,1
34,LAL,SAS,0.348,0,11,1,21,1,1
34,LAL,CHI,0.526,0.333,10,1,30,1,1
34,LAL,MIA,0.526,0.571,4,0,25,1,1
34,LAL,TOR,0.333,0,13,1,13,0,1
34,LAL,PHO,0.444,0.25,7,0,19,1,1
34,LAL,GSW,0.524,0.2,6,1,23,1,1
34,LAL,SAC,0.5,0.286,4,0,29,1,1
34,LAL,ATL,0.619,0.6,7,1,33,1,1
34,LAL,OKC,0.476,0.4,11,0,25,1,1
34,LAL,OKC,0.45,0.333,6,1,23,1,1
34,LAL,SAS,0.542,0.571,4,1,33,1,1
34,LAL,NOP,0.556,0.333,5,1,29,1,1
34,LAL,WAS,0.563,0.5,3,1,23,1,1
34,LAL,DAL,0.55,0,9,0,25,0,1
34,LAL,DEN,0.5,0.25,6,0,25,1,1
34,LAL,UTA,0.429,0.167,4,0,20,1,1
34,LAL,POR,0.478,0.444,7,1,31,1,1
34,LAL,MIN,0.6,0.75,4,0,32,1,1
34,LAL,ORL,0.458,0.167,11,0,25,1,1
34,LAL,MIA,0.5,0.5,9,0,28,1,1
34,LAL,ATL,0.571,0.4,13,3,32,1,1
34,LAL,IND,0.4,0,9,0,20,0,1
34,LAL,MIL,0.421,0.429,12,0,21,0,1
34,LAL,LAC,0.375,0.167,9,1,23,0,1
34,LAL,POR,0.467,0.25,7,1,21,1,1
34,LAL,DAL,0.3,0.5,6,0,13,1,1
35,LAL,PHO,0.524,0.25,13,1,31,1,1
35,LAL,NOP,0.412,0.333,8,0,17,1,1
35,LAL,DET,0.476,0,14,0,21,1,1
35,LAL,NYK,0.474,0.5,5,1,31,1,1
35,LAL,DAL,0.56,0.5,16,0,35,1,1
35,LAL,CLE,0.75,0.333,2,0,31,1,1
35,LAL,ORL,0.368,0.222,3,0,19,0,1
35,LAL,HOU,0.52,0.286,5,0,31,1,1
35,LAL,BOS,0.417,0,7,0,15,0,1
35,LAL,NYK,0.563,0.4,6,0,21,1,1
35,LAL,BRK,0.579,0.5,11,1,27,1,1
35,LAL,PHI,0.5,0.167,7,0,29,0,1
35,LAL,POR,0.409,0.375,8,1,22,0,1
35,LAL,SAC,0.4,0.25,10,0,15,1,1
35,LAL,SAS,0.6,0.667,7,0,36,1,1
35,LAL,HOU,0.421,0.125,9,0,18,0,1
35,LAL,GSW,0.412,0.375,8,0,22,1,1
35,LAL,PHO,0.375,0.5,8,0,17,1,1
35,LAL,DEN,0.517,0.143,12,0,32,1,1
35,LAL,MEM,0.588,0.25,3,2,32,1,1
35,LAL,BOS,0.474,0.4,8,0,29,1,1
35,LAL,NOP,0.63,0.455,8,1,40,1,1
35,LAL,MEM,0.444,0.25,8,1,19,0,1
35,LAL,NOP,0.667,0.6,12,0,34,1,1
35,LAL,PHI,0.563,0.4,7,2,22,1,1
35,LAL,MIL,0.571,0.143,8,0,37,1,1
35,LAL,LAC,0.412,0.333,8,2,28,1,1
35,LAL,BRK,0.545,0.444,12,0,29,0,1
35,LAL,LAC,0.316,0.286,11,1,16,1,1
35,LAL,TOR,0.467,0.4,10,1,20,0,1
35,LAL,UTA,0.563,0.4,8,1,22,1,1
35,LAL,OKC,0.368,0,11,0,19,0,1
35,LAL,IND,0.542,0.333,8,1,31,0,1
35,LAL,DEN,0.429,0.455,1,2,29,1,1
35,LAL,SAC,0.462,0.4,3,0,17,0,1
36,LAL,PHO,0.462,0.429,7,0,18,0,1
36,LAL,PHO,0.563,0.444,4,0,23,1,1
36,LAL,PHO,0.474,0.2,6,0,21,1,1
36,LAL,PHO,0.476,0.143,12,0,25,0,1
36,LAL,PHO,0.423,0.3,9,2,29,0,1
35,LAL,LAC,0.412,0.375,5,0,22,0,1
35,LAL,DAL,0.444,0.375,7,0,22,1,1
35,LAL,MIN,0.462,0.2,9,0,18,1,1
35,LAL,POR,0.55,0.429,9,1,29,0,1
36,LAL,SAS,0.478,0.333,5,1,26,1,1
36,LAL,SAS,0.364,0.429,11,0,26,1,1
36,LAL,MEM,0.563,0.5,13,0,22,1,1
36,LAL,MEM,0.55,0.25,12,1,26,1,1
36,LAL,SAS,0.533,0.571,6,0,27,0,1
36,LAL,CHI,0.524,0,7,0,28,1,1
36,LAL,HOU,0.467,0.167,7,1,18,1,1
36,LAL,HOU,0.5,0.444,8,1,26,1,1
36,LAL,OKC,0.45,0.625,6,0,26,1,1
36,LAL,NOP,0.545,0.333,8,0,21,1,1
36,LAL,GSW,0.375,0.286,5,0,19,0,1
36,LAL,MIL,0.52,0.6,6,1,34,1,1
36,LAL,CHI,0.375,0,11,0,17,1,1
36,LAL,CLE,0.731,0.636,8,2,46,1,1
36,LAL,PHI,0.545,0.4,6,0,34,0,1
36,LAL,DET,0.421,0.5,7,0,22,0,1
36,LAL,BOS,0.412,0.364,7,1,21,1,1
36,LAL,ATL,0.417,0.333,7,1,21,1,1
36,LAL,DEN,0.632,0.4,10,1,27,1,1
36,LAL,DET,0.5,0.429,5,0,33,1,1
36,LAL,OKC,0.5,0.2,14,2,28,1,1
36,LAL,OKC,0.45,0.333,6,0,25,1,1
36,LAL,MEM,0.6,0.25,9,0,28,1,1
36,LAL,DEN,0.5,0,10,1,22,0,1
36,LAL,MIN,0.65,0.25,13,1,30,1,1
36,LAL,BRK,0.609,0.167,8,0,32,0,1
36,LAL,MIA,0.333,0.125,9,1,19,0,1
36,LAL,WAS,0.483,0.2,9,0,31,0,1
36,LAL,UTA,0.538,0.2,4,0,19,0,1
36,LAL,POR,0.524,0.4,11,3,28,1,1
36,LAL,GSW,0.583,0.6,6,2,19,1,1
36,LAL,PHO,0.667,0.375,5,1,38,0,1
36,LAL,IND,0.385,0.25,3,0,18,1,1
36,LAL,GSW,0.615,0.5,10,0,22,1,1
36,LAL,MIN,0.571,0.571,12,1,25,1,1
36,LAL,CHO,0.609,0.444,8,1,37,1,1
36,LAL,ATL,0.5,0.5,1,0,10,0,1
36,LAL,SAC,0.5,0.2,8,1,16,0,1
36,LAL,TOR,0.545,0.4,7,0,19,0,1
36,LAL,IND,0.5,0.25,7,0,24,1,1
36,LAL,NOP,0.5,0.4,1,0,25,1,1
36,LAL,GSW,0.565,0.455,11,1,34,0,1
36,LAL,PHO,0.444,0.556,2,0,25,0,1
36,LAL,MEM,0.368,0.444,6,2,19,1,1
36,LAL,CLE,0.455,0.1,3,1,26,1,1
36,LAL,HOU,0.316,0,7,1,15,1,1
36,LAL,HOU,0.619,0.5,4,0,30,1,1
36,LAL,BOS,0.625,0.429,6,0,23,0,1
36,LAL,DET,0.571,0.333,1,0,10,1,1
36,LAL,IND,0.448,0.417,5,2,39,1,1
36,LAL,SAC,0.4,0.154,7,0,30,0,1
36,LAL,DET,0.6,0.444,5,1,33,1,1
36,LAL,LAC,0.391,0.25,11,0,23,0,1
36,LAL,BOS,0.684,0.4,4,0,30,1,1
36,LAL,MEM,0.467,0.167,10,2,20,0,1
36,LAL,OKC,0.65,0.667,5,2,33,1,1
36,LAL,ORL,0.6,0.429,11,3,30,1,1
36,LAL,DAL,0.474,0.444,3,0,24,1,1
36,LAL,MIN,0.385,0.333,10,2,18,0,1
36,LAL,CHI,0.524,0.143,14,2,31,0,1
36,LAL,PHO,0.684,0.4,7,0,34,0,1
36,LAL,SAS,0.577,0.286,9,2,36,0,1
36,LAL,BRK,0.56,0.333,9,1,39,0,1
36,LAL,HOU,0.579,0.6,10,2,32,1,1
36,LAL,MEM,0.52,0.571,13,2,37,0,1
37,LAL,POR,0.615,0.5,14,2,43,1,1
37,LAL,MIN,0.467,0.333,7,1,26,1,1
37,LAL,SAC,0.462,0.3,5,1,31,1,1
37,LAL,ATL,0.542,0.167,8,3,32,1,1
37,LAL,MEM,0.737,0.75,9,0,35,0,1
37,LAL,SAC,0.448,0.25,7,1,34,0,1
37,LAL,DEN,0.391,0.25,9,2,25,0,1
37,LAL,UTA,0.45,0.375,7,1,25,1,1
37,LAL,IND,0.5,0.429,12,0,30,0,1
37,LAL,ORL,0.522,0.286,7,1,29,1,1
37,LAL,MIA,0.545,0.125,11,0,33,0,1
37,LAL,BRK,0.667,0.25,7,2,33,1,1
37,LAL,NYK,0.542,0.286,13,0,29,1,1
37,LAL,MIL,0.579,0.429,5,0,27,0,1
37,LAL,POR,0.591,0.429,7,0,30,0,1
37,LAL,GSW,0.333,0.3,15,0,26,0,1
37,LAL,UTA,0.609,0.375,8,0,33,1,1
37,LAL,LAC,0.333,0.25,11,1,21,0,1
37,LAL,NOP,0.565,0.25,6,2,32,0,1
37,LAL,DAL,0.556,0.429,12,0,26,0,1
37,LAL,LAC,0.444,0.222,8,1,26,0,1
37,LAL,GSW,0.613,0.545,10,1,56,1,1
37,LAL,HOU,0.346,0.111,14,4,23,0,1
37,LAL,WAS,0.72,0.667,7,1,50,1,1
37,LAL,PHO,0.5,0.455,7,1,31,0,1
37,LAL,TOR,0.579,0.571,9,2,30,0,1
37,LAL,MIN,0.381,0.125,5,2,19,0,1
37,LAL,TOR,0.577,0.286,9,2,36,1,1
37,LAL,WAS,0.552,0.4,10,0,38,0,1
37,LAL,CLE,0.586,0,10,1,38,1,1
37,LAL,NOP,0.519,0.538,9,1,39,0,1
37,LAL,NOP,0.565,0.375,8,0,38,0,1
